Site,Date,ID,Length,Length In,WT,LOGLEN,LOGWT,Birthday,Age,Annuli,TotalLength,Fto1,1to2,2to3,3to4,4to5,5to6,6to7,7to8,Ax-M,Sum,O/E,O/E %,ONE L,TWO L,THREE L,FOUR L,FIVE L,SIX L,SEVEN L,EIGHT L
Monticello,2/7/2016,MO 1 C5,247,9,226.9,2.392696953,2.355834496,4/1/2010,5.86,6,4816.8454,1607.1938,887.1077,527.0787,510.5291,626.3322,532.6162,,,125.9877,4816.8454,0,0.00%,25,86,123,158,201,238,,
Monticello,2/7/2016,MO 2 A1,248,9,259.7,2.394451681,2.41447195,4/1/2010,5.86,6,4838.4336,1779.7663,1102.45,447.7946,343.4705,457.4582,485.7407,,,221.7533,4838.4336,0,0.00%,37,113,144,167,199,233,,
Monticello,2/7/2016,MO 2 A5,212,8,158.0,2.326335861,2.198657087,4/1/2010,5.86,6,4052.2438,1486.3055,818.9286,464.8355,420.0429,335.6784,311.5381,,,214.9148,4052.2438,0,0.00%,23,83,118,149,173,196,,
Monticello,2/7/2016,MO 2 B4,187,7,112.3,2.271841607,2.050379756,4/1/2010,5.86,6,3959.4272,1772.6116,642.4204,401.1035,271.6616,331.3608,321.2102,,,219.0591,3959.4272,0,0.00%,36,80,108,127,150,172,,
Monticello,2/7/2016,MO 2 C4,191,7,97.9,2.281033367,1.990782692,4/1/2010,5.86,6,4084.1802,1644.8866,650.0246,271.6616,340.7873,399.845,582.4946,,,194.4805,4084.1802,0,0.00%,25,69,88,111,138,178,,
Monticello,2/7/2016,MO 2 D3,171,6,73.7,2.23299611,1.867467488,4/1/2010,5.86,6,3979.2622,1688.9121,810.7108,405.6107,285.0474,330.0545,386.4764,,,72.4503,3979.2622,0,0.00%,23,75,102,120,141,166,,
Monticello,2/7/2016,MO 3 A6,180,7,95.3,2.255272505,1.979092901,4/1/2010,5.86,6,4079.7529,2190.2055,594.7571,375.6594,240,279.1129,341.6314,,,58.3866,4079.7529,0,0.00%,57,95,120,136,154,176,,
Monticello,2/7/2016,MO 3 C1,177,6,77.2,2.247973266,1.8876173,4/1/2010,5.86,6,3582.407,1540.2247,563.6488,491.3044,311.3647,308.8689,263.1805,,,103.815,3582.407,0,0.00%,27,68,104,127,150,169,,
Monticello,2/7/2016,MO 3 C5,148,5,43.1,2.170261715,1.63447727,4/1/2010,5.86,6,3639.251,1884.0382,729.9315,330.4361,207.239,199.7198,209.3132,,,78.5732,3639.251,0,0.00%,35,82,103,117,129,143,,
Monticello,2/7/2016,MO 3 C6,154,6,45.2,2.187520721,1.655138435,4/1/2010,5.86,6,3712.2985,1604.829,824.8854,371.0795,309.7418,297.953,260.7758,,,43.034,3712.2985,0,0.00%,18,71,95,115,134,151,,
Monticello,2/7/2016,MO 3 D1,161,6,59.5,2.206825876,1.774516966,4/1/2010,5.86,6,3869.6837,1918.6871,598.3477,431.2076,174.9286,320.9299,277.4311,,,148.1517,3869.6837,0,0.00%,36,75,102,113,134,152,,
Monticello,2/7/2016,MO 3 D6,171,6,68.1,2.23299611,1.833147112,4/1/2010,5.86,6,4162.5473,1758.1638,780.2077,512.9561,338.7743,299.88,376.6165,,,95.9489,4162.5473,0,0.00%,22,71,102,123,142,165,,
Monticello,2/7/2016,MO 4 A1,143,5,38.5,2.155336037,1.58546073,4/1/2010,5.86,6,3943.0775,1890.7618,786.6181,379.9474,296.3781,325.3859,237.3605,,,26.6257,3943.0775,0,0.00%,24,69,91,109,128,141,,
Monticello,2/7/2016,MO 4 A6,155,6,49.8,2.190331698,1.697229343,4/1/2010,5.86,6,3704.372,1872.1731,644.0155,316.1835,258.2789,277.9496,272.9176,,,62.8538,3704.372,0,0.00%,36,78,98,115,133,151,,
Monticello,2/7/2016,MO 1 B5,224,8,185.8,2.350248018,2.26904571,4/1/2011,4.86,5,4353.276,2052.4649,915.8603,427.8551,363.2355,367.6194,,,,226.2408,4353.276,0,0.00%,60,125,156,182,208,,,
Monticello,2/7/2016,MO 1 C3,268,10,303.3,2.428134794,2.48187241,4/1/2011,4.86,5,4612.7827,1800.7698,832.9634,398.447,886.2347,622.4404,,,,71.9274,4612.7827,0,0.00%,52,116,147,215,262,,,
Monticello,2/7/2016,MO 1 D5,218,8,154.7,2.338456494,2.189490314,4/1/2011,4.86,5,4154.8646,1755.0897,861.5173,342.0526,574.8113,486.2592,,,,135.1345,4154.8646,0,0.00%,42,105,130,172,208,,,
Monticello,2/7/2016,MO 2 C3,211,8,140.0,2.324282455,2.146128036,4/1/2011,4.86,5,4456.013,1772.5101,775.6958,470.034,488.954,734.8959,,,,213.9232,4456.013,0,0.00%,32,84,115,148,197,,,
Monticello,2/7/2016,MO 2 C6,196,7,128.7,2.292256071,2.109578547,4/1/2011,4.86,5,3963.6074,2116.5292,611.5292,351.2947,225.4595,531.6014,,,,127.1934,3963.6074,0,0.00%,64,108,133,149,187,,,
Monticello,2/7/2016,MO 3 A4,194,7,114.2,2.28780173,2.057666104,4/1/2011,4.86,5,4073.4477,1831.5731,900,320.7055,311.1913,484.6648,,,,225.313,4073.4477,0,0.00%,40,102,124,145,178,,,
Monticello,2/7/2016,MO 3 A5,183,7,104.5,2.26245109,2.01911629,4/1/2011,4.86,5,3846.3931,2287.4562,483.9215,436.8066,330.2181,246.6577,,,,61.333,3846.3931,0,0.00%,74,108,138,161,179,,,
Monticello,2/7/2016,MO 3 B5,171,6,72.0,2.23299611,1.857332496,4/1/2011,4.86,5,3903.2709,2180.2138,552.2934,385.1701,330.4905,349.1361,,,,105.967,3903.2709,0,0.00%,57,94,119,141,164,,,
Monticello,2/7/2016,MO 3 C3,192,7,104.1,2.283301229,2.01745073,4/1/2011,4.86,5,3864.0932,1839.5065,846.9144,425.0271,308.8689,339.8882,,,,103.8881,3864.0932,0,0.00%,46,107,138,160,185,,,
Monticello,2/7/2016,MO 3 D2,160,6,53.9,2.204119983,1.731588765,4/1/2011,4.86,5,3817.2121,2138.0973,860.2628,387.7319,220.6173,161.5549,,,,48.9479,3817.2121,0,0.00%,52,107,132,146,157,,,
Monticello,2/7/2016,MO 1 A1,258,10,321.4,2.411619706,2.507045872,4/1/2012,3.85,4,4512.5186,2120.4801,666.9453,695.8448,944.4427,,,,,84.8057,4512.5186,0,0.00%,75,126,179,252,,,,
Monticello,2/7/2016,MO 1 A2,254,10,293.4,2.404833717,2.46746011,4/1/2012,3.85,4,4293.5733,2030.2532,803.5745,739.3646,656.3079,,,,,64.0731,4293.5733,0,0.00%,75,138,197,249,,,,
Monticello,2/7/2016,MO 1 A4,267,10,321.3,2.426511261,2.506910726,4/1/2012,3.85,4,4446.7935,2302.82,581.2882,576.6247,864.937,,,,,121.1236,4446.7935,0,0.00%,97,143,189,257,,,,
Monticello,2/7/2016,MO 1 A5,270,10,378.0,2.431363764,2.5774918,4/1/2012,3.85,4,4360.9105,2126.5155,634.6401,1003.0234,564.6698,,,,,32.0617,4360.9105,0,0.00%,87,139,221,267,,,,
Monticello,2/7/2016,MO 1 B3,284,11,387.3,2.45331834,2.588047497,4/1/2012,3.85,4,4937.3693,2449.7126,648.9438,808.2871,941.3692,,,,,89.0566,4937.3693,0,0.00%,97,146,207,277,,,,
Monticello,2/7/2016,MO 1 B4,265,10,293.0,2.423245874,2.46686762,4/1/2012,3.85,4,4552.2882,2074.4561,662.7217,827.5651,923.006,,,,,64.5393,4552.2882,0,0.00%,74,125,189,260,,,,
Monticello,2/7/2016,MO 1 C1,270,10,361.7,2.431363764,2.558348509,4/1/2012,3.85,4,4392.9876,1957.0028,876.6778,812.197,582.4946,,,,,164.6154,4392.9876,0,0.00%,72,144,209,257,,,,
Monticello,2/7/2016,MO 1 C2,235,9,194.4,2.371067862,2.288696261,4/1/2012,3.85,4,3882.8902,1934.2347,519.2341,680.7819,644.0155,,,,,104.624,3882.8902,0,0.00%,74,117,173,226,,,,
Monticello,2/7/2016,MO 1 C4,240,9,220.2,2.380211242,2.342817315,4/1/2012,3.85,4,4231.8719,2246.317,690.9385,474.721,690.9385,,,,,128.9569,4231.8719,0,0.00%,87,140,177,230,,,,
Monticello,2/7/2016,MO 1 C6,245,9,231.6,2.389166084,2.364738555,4/1/2012,3.85,4,4414.5364,1774.7225,701.41,939.1486,779.2612,,,,,219.9941,4414.5364,0,0.00%,47,100,170,228,,,,
Monticello,2/7/2016,MO 1 D1,247,9,239.7,2.392696953,2.379668034,4/1/2012,3.85,4,4561.113,2200.8553,856.0678,733.1794,645.3836,,,,,125.6269,4561.113,0,0.00%,75,137,191,238,,,,
Monticello,2/7/2016,MO 1 D4,228,8,187.8,2.357934847,2.273695588,4/1/2012,3.85,4,4134.4876,1920.1687,838.7133,356.7856,889.8831,,,,,128.9369,4134.4876,0,0.00%,60,123,151,218,,,,
Monticello,2/7/2016,MO 2 A3,207,8,144.3,2.315970345,2.159266331,4/1/2012,3.85,4,3727.082,2015.1605,751.4386,534,289.9931,,,,,136.4898,3727.082,0,0.00%,72,131,173,196,,,,
Monticello,2/7/2016,MO 2 B1,195,7,118.3,2.290034611,2.072984745,4/1/2012,3.85,4,4017.8009,1878.5271,806.7713,602.7835,566.0389,,,,,163.6801,4017.8009,0,0.00%,45,102,144,184,,,,
Monticello,2/7/2016,MO 2 B2,225,8,169.3,2.352182518,2.228656958,4/1/2012,3.85,4,4217.8976,2087.1895,787.4643,686.8886,500.9192,,,,,155.436,4217.8976,0,0.00%,68,126,177,214,,,,
Monticello,2/7/2016,MO 2 B5,209,8,139.3,2.320146286,2.143951116,4/1/2012,3.85,4,4362.9573,2262.1989,673.6319,561.8256,654.6602,,,,,210.6407,4362.9573,0,0.00%,67,112,150,195,,,,
Monticello,2/7/2016,MO 2 C2,206,8,136.1,2.31386722,2.133858125,4/1/2012,3.85,4,3908.6903,2310.7791,620.1226,362.4914,483.177,,,,,132.1202,3908.6903,0,0.00%,86,133,160,196,,,,
Monticello,2/7/2016,MO 2 D2,207,8,147.6,2.315970345,2.169086357,4/1/2012,3.85,4,3577.5752,1930.2104,480.6745,463.517,564.1276,,,,,139.0457,3577.5752,0,0.00%,72,111,149,196,,,,
Monticello,2/7/2016,MO 2 D5,192,7,110.2,2.283301229,2.042181595,4/1/2012,3.85,4,3870.1163,2282.3041,486.925,434.6999,529.5319,,,,,136.6554,3870.1163,0,0.00%,78,113,144,182,,,,
Monticello,2/7/2016,MO 2 D6,182,7,86.8,2.260071388,1.938519725,4/1/2012,3.85,4,4035.7929,2003.982,676.8309,510.8816,647.611,,,,,196.4874,4035.7929,0,0.00%,47,92,126,169,,,,
Monticello,2/7/2016,MO 3 A2,219,8,152.9,2.340444115,2.184407485,4/1/2012,3.85,4,3979.0677,2212.894,552.2934,465.7252,518.4014,,,,,229.7537,3979.0677,0,0.00%,83,126,162,201,,,,
Monticello,2/7/2016,MO 3 A3,195,7,134.7,2.290034611,2.129367596,4/1/2012,3.85,4,3932.532,2245.1387,630.7139,389.6306,480.2999,,,,,186.7489,3932.532,0,0.00%,74,119,147,182,,,,
Monticello,2/7/2016,MO 3 B2,197,7,125.9,2.294466226,2.10002573,4/1/2012,3.85,4,3886.157,2186.4464,617.7378,523.4119,478.2343,,,,,80.3266,3886.157,0,0.00%,73,118,156,191,,,,
Monticello,2/7/2016,MO 3 B3,152,5,55.1,2.181843588,1.741151599,4/1/2012,3.85,4,3472.0513,2328.5103,479.5498,369.524,266.5108,,,,,27.9564,3472.0513,0,0.00%,73,106,132,150,,,,
Monticello,2/7/2016,MO 3 B4,199,7,116.7,2.298853076,2.067070856,4/1/2012,3.85,4,3459.8156,1994.33,539.3997,305.9412,445.9417,,,,,174.203,3459.8156,0,0.00%,78,123,148,185,,,,
Monticello,2/7/2016,MO 3 D3,201,7,124.8,2.303196057,2.096214585,4/1/2012,3.85,4,4111.3793,2150.5209,728.7469,533.3254,548.8934,,,,,149.8927,4111.3793,0,0.00%,64,115,152,191,,,,
Monticello,2/7/2016,MO 3 D5,156,6,47.8,2.193124598,1.679427897,4/1/2012,3.85,4,3336.8254,2195.918,512.2538,308.519,301.3171,,,,,18.8175,3336.8254,0,0.00%,73,110,133,155,,,,
Monticello,2/7/2016,MO 4 A3,149,5,50.8,2.173186268,1.705863712,4/1/2012,3.85,4,3387.1315,2191.6432,537.2262,316.8659,284.605,,,,,56.7912,3387.1315,0,0.00%,66,103,125,145,,,,
Monticello,2/7/2016,MO 4 A4,157,6,53.6,2.195899652,1.72916479,4/1/2012,3.85,4,3704.8044,2436.9235,592.7563,395.5452,226.1769,,,,,53.4025,3704.8044,0,0.00%,74,113,139,153,,,,
Monticello,2/7/2016,MO 2 A6,213,8,171.1,2.328379603,2.23325001,4/1/2013,2.85,3,3831.2948,2114.734,656.7465,752.8984,,,,,,306.9159,3831.2948,0,0.00%,79,130,189,,,,,
Monticello,2/7/2016,MO 2 C5,197,7,117.2,2.294466226,2.068927612,4/1/2013,2.85,3,3942.0046,2141.2856,1076.21,645.2441,,,,,,79.2649,3942.0046,0,0.00%,68,145,191,,,,,
Monticello,2/7/2016,MO 3 B1,185,7,96.5,2.267171728,1.984527313,4/1/2013,2.85,3,3370.3555,2103.5028,727.1891,510,,,,,,29.6636,3370.3555,0,0.00%,83,142,183,,,,,
Monticello,2/7/2016,MO 3 B6,166,6,67.1,2.220108088,1.82672252,4/1/2013,2.85,3,3375.4466,1800.5799,774.7438,612.6467,,,,,,187.4762,3375.4466,0,0.00%,48,106,152,,,,,
Monticello,2/7/2016,MO 3 C2,172,6,68.6,2.235528447,1.836324116,4/1/2013,2.85,3,3527.6735,2331.3996,734.8959,416.5573,,,,,,44.8207,3527.6735,0,0.00%,84,138,169,,,,,
Monticello,2/7/2016,MO 3 C4,143,5,38.1,2.155336037,1.580924976,4/1/2013,2.85,3,3534.9829,2428.103,613.2047,451.7167,,,,,,41.9585,3534.9829,0,0.00%,71,111,140,,,,,
Monticello,2/7/2016,MO 1 D3,208,8,141.7,2.318063335,2.15136985,4/1/2014,1.85,2,3865.8722,2333.5681,1376.4084,,,,,,,155.8957,3865.8722,0,0.00%,91,196,,,,,,
Monticello,2/7/2016,MO 1 D6,213,8,142.5,2.328379603,2.153814864,4/1/2014,1.85,2,3605.2412,2331.747,1152.5624,,,,,,,120.9318,3605.2412,0,0.00%,107,203,,,,,,
Monticello,2/7/2016,MO 2 B3,140,5,38.3,2.146128036,1.583198774,4/1/2014,1.85,2,3021.6717,2296.715,625.6708,,,,,,,99.2859,3021.6717,0,0.00%,86,133,,,,,,
Monticello,2/7/2016,MO 2 B6,222,8,175.4,2.346352974,2.244029589,4/1/2014,1.85,2,3529.8159,2306.405,1023.9629,,,,,,,199.448,3529.8159,0,0.00%,115,205,,,,,,
Monticello,2/7/2016,MO 2 C1,211,8,134.1,2.324282455,2.127428778,4/1/2014,1.85,2,3623.3741,2336.0659,1103.9511,,,,,,,183.3571,3623.3741,0,0.00%,105,196,,,,,,
Monticello,2/7/2016,MO 3 A1,202,7,125.6,2.305351369,2.098989639,4/1/2014,1.85,2,3452.102,2207.1928,979.3794,,,,,,,265.5298,3452.102,0,0.00%,98,180,,,,,,
Monticello,2/7/2016,MO 4 A5,147,5,40.4,2.167317335,1.606381365,4/1/2014,1.85,2,2967.7689,2141.3192,794.2695,,,,,,,32.1802,2967.7689,0,0.00%,82,144,,,,,,
Monticello,2/7/2016,MO 4 B1,143,5,33.8,2.155336037,1.5289167,4/1/2014,1.85,2,3207.3073,2385.1113,790.2025,,,,,,,31.9935,3207.3073,0,0.00%,84,141,,,,,,
Santee,12/7/2016,2,325,13,498,2.51,2.70,4/1/2010,6.70,6,4873.0972,2072.6505,704.0227,738.9993,381.7905,314.1274,371.4674,,,290.0394,4873,0,0.00%,96,154,214,245,271,301,,
Santee,2/3/2017,14,276,11,290,2.44,2.46,4/1/2010,6.80,6,4988.4831,2008.9161,775.2084,399.6649,414.1739,399.6649,482.6924,,,508.1625,4988,0,0.00%,67,122,150,179,207,240,,
Santee,2/18/2016,B2,192,8,94,2.28,1.97,4/1/2011,4.90,5,3805.0078,1717.5098,778.1517,528.8516,426.7177,324.7214,,,,29.0556,3805,0,0.00%,46,101,138,167,190,,,
Santee,2/18/2016,B5,177,7,69,2.25,1.84,4/1/2011,4.90,5,4034.4145,2121.9397,702.282,473.354,323.1099,376.0904,,,,37.6385,4034,0,0.00%,58,102,131,151,175,,,
Santee,3/14/2016,A1,207,8,12.3,2.32,1.09,4/1/2011,5.00,5,5269.5203,2261.809,924.1169,442.7008,376.0904,1098.4589,,,,166.3443,5270,0,0.00%,47,96,120,140,198,,,
Santee,3/27/2016,C2,276,11,397.3,2.44,2.60,4/1/2011,5.00,5,4532.1015,2029.0737,708.9147,234.3075,402.4028,564.0319,,,,593.3709,4532,0,0.00%,83,138,156,187,230,,,
Santee,3/27/2016,C3,252,10,256.6,2.40,2.41,4/1/2011,5.00,5,4252.8108,2167.869,717.6963,438.9852,448.0357,461.3762,,,,18.8484,4253,0,0.00%,93,147,181,215,251,,,
Santee,3/29/2016,C5,260,10,334.4,2.41,2.52,4/1/2011,5.00,5,4196.3513,1690.1053,849.9694,408.9254,492,669.6656,,,,85.6856,4196,0,0.00%,61,128,161,200,253,,,
Santee,3/29/2016,D1,229,9,184.9,2.36,2.27,4/1/2011,5.00,5,5270.2581,2442.9359,813.7469,614.0554,664.0512,607.4537,,,,128.015,5270,0,0.00%,67,114,149,187,222,,,
Santee,8/24/2015,A6,118,5,18.3,2.07,1.26,4/1/2010,5.40,5,3518.1956,1893.8057,654.8527,432.0417,291.0464,199.4492,,,,46.9999,3518,0,0.00%,30,65,89,105,115,,,
Santee,12/5/2016,1,271,11,328,2.43,2.52,4/1/2011,5.70,5,4076.3719,1745.0203,918.3137,637.3853,180.4993,229.9652,,,,365.1881,4076,0,0.00%,74,152,205,221,240,,,
Santee,12/9/2016,4,278,11,291,2.44,2.46,4/1/2011,5.70,5,4492.634,1336.7079,654.4677,730.8187,670.9814,631.8544,,,,467.8039,4493,0,0.00%,31,82,140,192,241,,,
Santee,12/14/2016,6,271,11,271,2.43,2.43,4/1/2011,5.70,5,3916.4331,1578.2737,567.8486,359.4496,480.4873,450,,,,480.3739,3916,0,0.00%,65,115,147,189,229,,,
Santee,2/24/2017,22,216,9,147,2.33,2.17,4/1/2011,5.90,5,4255.4596,1888.7806,486.1481,500.9192,452.7118,416.4277,,,,510.4722,4255,0,0.00%,55,88,122,153,181,,,
Santee,3/29/2016,C6,209,8,139.5,2.32,2.14,4/1/2012,4.00,4,3756.9775,2220,552.163,495.2454,432.6662,,,,,56.9029,3757,0,0.00%,94,135,172,205,,,,
Santee,1/5/2017,10,247,10,195,2.39,2.29,4/1/2012,4.80,4,4334.0189,2034.1416,837.2527,587.6938,483.177,,,,,391.7538,4334,0,0.00%,77,139,182,218,,,,
Santee,2/2/2017,11,256,10,257,2.41,2.41,4/1/2012,4.80,4,4427.5975,2090.3866,689.6086,630.7139,579.6137,,,,,437.2747,4428,0,0.00%,82,133,180,223,,,,
Santee,2/2/2017,12,271,11,366,2.43,2.56,4/1/2012,4.80,4,4939.6437,1780.8986,1104.6846,615.1683,797.1198,,,,,641.7724,4940,0,0.00%,51,128,171,226,,,,
Santee,2/17/2017,15,238,9,204,2.38,2.31,4/1/2012,4.90,4,4321.054,2143.4785,782.1662,516.5578,437.6711,,,,,441.1804,4321,0,0.00%,81,137,175,206,,,,
Santee,2/22/2017,17,254,10,228,2.40,2.36,4/1/2012,4.90,4,4405.2137,2370.2051,609.8196,414.7385,490.7178,,,,,519.7327,4405,0,0.00%,103,148,179,215,,,,
Santee,2/18/2016,A1,200,8,104,2.30,2.02,4/1/2013,2.90,3,3817.8345,2400.1575,864.604,452.5925,,,,,,100.4805,3818,0,0.00%,99,160,193,,,,,
Santee,3/1/2016,A1,172,7,65,2.24,1.81,4/1/2013,2.90,3,3253.9975,2045.3929,774.1628,423.117,,,,,,11.3248,3254,0,0.00%,81,139,171,,,,,
Santee,2/18/2016,A3,167,7,64,2.22,1.81,4/1/2013,2.90,3,3171.0043,1791.6305,757.7361,479.0992,,,,,,142.5385,3171,0,0.00%,62,120,156,,,,,
Santee,2/18/2016,A4,161,6,51,2.21,1.71,4/1/2013,2.90,3,3178.1655,1578.2167,977.2451,587.9388,,,,,,34.7649,3178,0,0.00%,43,115,158,,,,,
Santee,2/18/2016,A5,183,7,73,2.26,1.86,4/1/2013,2.90,3,3318.1031,1946.1192,840.2143,497.1318,,,,,,34.6378,3318,0,0.00%,77,142,180,,,,,
Santee,2/18/2016,B4,182,7,87,2.26,1.94,4/1/2013,2.90,3,3378.4049,1999.2248,791.6818,569.6209,,,,,,17.8774,3378,0,0.00%,78,138,181,,,,,
Santee,2/18/2016,B6,164,6,50,2.21,1.70,4/1/2013,2.90,3,3446.2884,2167.5618,738.9993,528.8516,,,,,,10.8757,3446,0,0.00%,76,127,163,,,,,
Santee,2/18/2016,C1,177,7,70,2.25,1.85,4/1/2013,2.90,3,3618.0547,1883.4267,1096.9995,630.0286,,,,,,7.5999,3618,0,0.00%,57,133,176,,,,,
Santee,2/18/2016,C3,189,7,86,2.28,1.93,4/1/2013,2.90,3,3603.6432,2176.578,977.5582,417.4207,,,,,,32.0863,3604,0,0.00%,85,156,187,,,,,
Santee,2/18/2016,C4,157,6,52,2.20,1.72,4/1/2013,2.90,3,3452.4252,2020.1386,960.4686,448.3971,,,,,,23.4209,3452,0,0.00%,61,126,155,,,,,
Santee,2/18/2016,D4,170,7,61,2.23,1.79,4/1/2013,2.90,3,3127.0823,1941.5726,635.0937,367.962,,,,,,182.454,3127,0,0.00%,78,127,156,,,,,
Santee,3/14/2016,A2,186,7,83.2,2.27,1.92,4/1/2013,3.00,3,3829,2348,851,623,,,,,,7.4409,3829,0,0.00%,86,143,185,,,,,
Santee,3/14/2016,A3,145,6,39.5,2.16,1.60,4/1/2013,3.00,3,3130.8331,1706.913,656.3079,737.5852,,,,,,30.027,3131,0,0.00%,46,91,143,,,,,
Santee,3/14/2016,A4,138,5,34.1,2.14,1.53,4/1/2013,3.00,3,3107.2354,1830.1574,736.6329,513.6925,,,,,,26.7526,3107,0,0.00%,51,101,136,,,,,
Santee,3/14/2016,A5,143,6,33.9,2.16,1.53,4/1/2013,3.00,3,2997.2267,1915.88,593.0295,434.9897,,,,,,53.3275,2997,0,0.00%,65,108,139,,,,,
Santee,3/14/2016,B4,166,7,62.8,2.22,1.80,4/1/2013,3.00,3,3671,2225,912,513,,,,,,21.0791,3671,0,0.00%,72,131,165,,,,,
Santee,3/14/2016,B5,165,6,60,2.22,1.78,4/1/2013,3.00,3,3575,2109,955,469,,,,,,42.2042,3575,0,0.00%,67,131,162,,,,,
Santee,3/14/2016,B6,165,6,67.9,2.22,1.83,4/1/2013,3.00,3,3491,2106,765,590,,,,,,29.2553,3491,0,0.00%,71,123,163,,,,,
Santee,3/17/2016,C1,196,8,145.3,2.29,2.16,4/1/2013,3.00,3,3439.0417,2233.8782,673.6319,404.6776,,,,,,126.854,3439,0,0.00%,102,154,186,,,,,
Santee,3/27/2016,C4,191,8,104.9,2.28,2.02,4/1/2013,3.00,3,3397.6109,2363.1547,679.2996,347.6377,,,,,,7.5189,3398,0,0.00%,111,163,190,,,,,
Santee,3/14/2016,C5,159,6,49.4,2.20,1.69,4/1/2013,3.00,3,3358.3282,1905.3283,860.2628,596.208,,,,,,-3.4709,3358,0,0.00%,59,118,159,,,,,
Santee,3/14/2016,D2,158,6,49.8,2.20,1.70,4/1/2013,3.00,3,3347.5053,1738.3233,1119.4463,434.6999,,,,,,55.0358,3348,0,0.00%,47,124,154,,,,,
Santee,3/29/2016,D2,190,7,97.2,2.28,1.99,4/1/2013,3.00,3,3481.9546,2142.2269,692.7077,451.4377,,,,,,195.5823,3482,0,0.00%,89,141,175,,,,,
Santee,3/14/2016,D5,149,6,40.4,2.17,1.61,4/1/2013,3.00,3,3216.0224,2150.8138,758.7806,295.4657,,,,,,10.9623,3216,0,0.00%,75,128,148,,,,,
Santee,12/7/2016,3,280,11,293,2.45,2.47,4/1/2013,3.70,3,4530.4768,1842.889,1025.2804,914.07,,,,,,748.2374,4530,0,0.00%,70,150,222,,,,,
Santee,12/9/2016,5,204,8,115,2.31,2.06,4/1/2013,3.70,3,3663.7751,1829.4589,717.0439,728.0055,,,,,,389.2668,3664,0,0.00%,65,119,175,,,,,
Santee,1/5/2017,7,216,9,141,2.33,2.15,4/1/2013,3.80,3,3713.7286,1969.7645,883.5497,505.2128,,,,,,355.2016,3714,0,0.00%,80,149,188,,,,,
Santee,1/5/2017,8,208,8,129,2.32,2.11,4/1/2013,3.80,3,3397.3778,1631.8787,940.3935,515.197,,,,,,309.9086,3397,0,0.00%,62,140,182,,,,,
Santee,1/5/2017,9,206,8,124,2.31,2.09,4/1/2013,3.80,3,3829.2036,1430.6949,1098.59,996.524,,,,,,303.3947,3829,0,0.00%,31,111,184,,,,,
Santee,2/2/2017,13,231,9,196,2.36,2.29,4/1/2013,3.80,3,3773.8855,1912.5606,777.9203,561.8256,,,,,,521.579,3774,0,0.00%,81,144,189,,,,,
Santee,2/22/2017,18,277,11,307,2.44,2.49,4/1/2013,3.90,3,4291.7619,1742.3777,1163.2111,852.0211,,,,,,534.152,4292,0,0.00%,69,164,233,,,,,
Santee,2/22/2017,19,299,12,538,2.48,2.73,4/1/2013,3.90,3,4058.4224,2167.3292,663.8343,690.0261,,,,,,537.2328,4058,0,0.00%,126,186,250,,,,,
Santee,2/23/2017,20,249,10,273,2.40,2.44,4/1/2013,3.90,3,4269.547,2117.286,922.0889,738.3901,,,,,,491.782,4270,0,0.00%,87,156,212,,,,,
Santee,2/23/2017,21,233,9,181,2.37,2.26,4/1/2013,3.90,3,4003.5155,2104.3241,893.5972,566.1978,,,,,,439.3964,4004,0,0.00%,88,156,199,,,,,
Santee,2/24/2017,23,237,9,190,2.37,2.28,4/1/2013,3.90,3,4267.9574,2128.0385,948.019,765.8407,,,,,,426.0592,4268,0,0.00%,81,150,206,,,,,
Santee,2/22/2016,D6,160,6,54,2.20,1.73,4/1/2014,1.90,2,3330,2367,890,,,,,,,73.1295,3330,0,0.00%,93,155,,,,,,
Santee,3/14/2016,A1,142,6,34.1,2.15,1.53,4/1/2014,2.00,2,3270.7981,2091.9704,948.873,,,,,,,229.9547,3271,0,0.00%,64,127,,,,,,
Santee,3/14/2016,B1,138,5,32.5,2.14,1.51,4/1/2014,2.00,2,2997.7492,2104.632,881.9184,,,,,,,11.1988,2998,0,0.00%,75,137,,,,,,
Santee,3/14/2016,B4,124,5,22.6,2.09,1.35,4/1/2014,2.00,2,2918.0302,2210.5176,686.3381,,,,,,,21.1745,2918,0,0.00%,76,123,,,,,,
Santee,3/14/2016,C2,160,6,53.7,2.20,1.73,4/1/2014,2.00,2,3431.8164,2503.1724,855.8154,,,,,,,72.8286,3432,0,0.00%,97,155,,,,,,
Santee,3/14/2016,C3,152,6,47.8,2.18,1.68,4/1/2014,2.00,2,3133,2063,1029,,,,,,,41.8715,3133,0,0.00%,75,149,,,,,,
Santee,3/14/2016,D4,155,6,54.1,2.19,1.73,4/1/2014,2.00,2,3216.3862,2096.7833,929.9032,,,,,,,189.6997,3216,0,0.00%,76,142,,,,,,
Santee,3/14/2016,D6,143,6,38.7,2.16,1.59,4/1/2014,2.00,2,3082.3712,2252.4387,782.1662,,,,,,,47.7663,3082,0,0.00%,85,140,,,,,,
Santee,6/16/2015,11,124,5,30.5,2.09,1.48,4/1/2013,2.20,2,2904.502,2016.2232,846.3404,,,,,,,41.9384,2905,0,0.00%,64,121,,,,,,
Santee,6/16/2015,14,135,5,41.2,2.13,1.61,4/1/2013,2.20,2,3095.1859,1953.6796,780.2999,,,,,,,361.2064,3095,0,0.00%,58,111,,,,,,
